P_NAME,P_RADIUS,P_PERIOD,S_NAME,S_METALLICITY,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_LUMINOSITY,P_HABITABLE
Kepler-1607 b,0.91922,13.647368,Kepler-1607,0.05,1.14,1.21,6116.0,0.11672855,867.93795,867.93795,867.93795,1.8353939,0.0
Kepler-1608 b,1.72634,16.473569,Kepler-1608,-0.24,0.75,0.72,4992.0,0.11509464,550.33906,550.33906,550.33906,0.28843765,0.0
Kepler-1609 b,2.21958,114.34219,Kepler-1609,0.1,1.18,1.27,6132.0,0.48708855,436.43253,436.43253,436.43253,2.0431708,0.0
Kepler-161 b,2.11869,4.921355,Kepler-161,0.014020760003518647,1.0038376485013707,0.81,5078.0,0.054,866.87284,866.87284,866.87284,0.39086742,0.0
Kepler-161 c,2.05143,7.06424,Kepler-161,0.014020760003518647,1.0038376485013707,0.81,5078.0,0.068,772.49881,772.49881,772.49881,0.39086742,0.0
Kepler-1610 b,1.61424,8.7018157,Kepler-1610,0.1,0.91,0.87,5383.0,0.08021642,781.39286,781.39286,781.39286,0.56940945,0.0
Kepler-1611 b,0.80712,5.1762429,Kepler-1611,0.01,0.94,0.93,5605.0,0.057353766,994.8399,994.8399,994.8399,0.76481608,0.0
Kepler-1612 b,1.03132,3.917951,Kepler-1612,0.03,0.96,0.94,5643.0,0.047970322,1101.0441,1101.0441,1101.0441,0.80275784,0.0
Kepler-1613 b,2.08506,1.5184299,Kepler-1613,0.01,1.08,1.12,6005.0,0.026520434,1720.0805,1720.0805,1720.0805,1.4614257,0.0
Kepler-1614 b,1.49093,3.9466141,Kepler-1614,-0.17,0.79,0.76,5121.0,0.0451719,925.85817,925.85817,925.85817,0.35590569,0.0
Kepler-1615 b,2.06264,47.312619,Kepler-1615,0.06,1.04,1.05,5865.0,0.25932159,520.18808,520.18808,520.18808,1.1687976,0.0
Kepler-1616 b,1.02011,6.7628438,Kepler-1616,0.02,1.21,1.34,6266.0,0.074563151,1170.8405,1170.8405,1170.8405,2.4800464,0.0
Kepler-1617 b,1.19947,27.478557,Kepler-1617,0.01,1.15,1.22,6167.0,0.18666868,694.92063,694.92063,694.92063,1.9288751,0.0
Kepler-1618 b,1.25552,6.1082602,Kepler-1618,0.04,1.41,1.65,6620.0,0.073315243,1384.2671,1384.2671,1384.2671,4.6847724,0.0
Kepler-1619 b,0.76228,23.622591,Kepler-1619,-0.07,1.0,1.0,5852.0,0.16108728,642.67404,642.67404,642.67404,1.0507658,0.0
Kepler-162 b,1.25552,6.919798,Kepler-162,0.014020760003518647,1.0038376485013707,0.96,5816.0,0.069,956.20837,956.20837,956.20837,0.94477568,0.0
Kepler-162 c,3.0267,19.446355,Kepler-162,0.014020760003518647,1.0038376485013707,0.96,5816.0,0.137,678.6046,678.6046,678.6046,0.94477568,0.0
Kepler-1620 b,1.61424,101.95183,Kepler-1620,0.03,1.15,1.23,6157.0,0.44737551,449.98981,449.98981,449.98981,1.9479396,0.0
Kepler-1621 b,2.16353,92.263714,Kepler-1621,0.03,1.15,1.24,6158.0,0.41856491,467.1821,467.1821,467.1821,1.9810286,0.0
Kepler-1622 b,1.46851,10.811874,Kepler-1622,0.04,1.31,1.5,6436.0,0.10468086,1073.8536,1073.8536,1073.8536,3.4588785,0.0
Kepler-1623 b,1.31157,4.3612835,Kepler-1623,0.04,1.0,1.0,5772.0,0.052229888,1113.2273,1113.2273,1113.2273,0.99447515,0.0
Kepler-1624 b,5.70589,3.2903045,Kepler-1624,0.06,0.5,0.47,3636.0,0.034355026,592.78163,592.78163,592.78163,0.034592334,0.0
Kepler-1625 b,6.06461,287.37895,Kepler-1625,0.01,0.96,0.94,5677.0,0.84056242,264.61527,264.61527,264.61527,0.82228038,0.0
Kepler-1626 b,2.0178,4.1396297,Kepler-1626,0.04,1.51,1.85,6826.0,0.057873027,1701.105,1701.105,1701.105,6.6572864,0.0
Kepler-1627 b,3.68809,7.2028365,Kepler-1627,-0.1,0.87,0.84,5445.0,0.069665594,833.38451,833.38451,833.38451,0.5556979,0.0
Kepler-1628 b,6.43454,76.378033,Kepler-1628,0.17,0.55,0.52,3724.0,0.28858657,220.33848,220.33848,220.33848,0.046594432,0.0
Kepler-1629 b,0.77349,3.8759581,Kepler-1629,0.05,1.01,1.01,5776.0,0.048439843,1162.5284,1162.5284,1162.5284,1.0172791,0.0
Kepler-163 b,1.05374,7.810937,Kepler-163,0.014020760003518647,1.0038376485013707,0.92,5776.0,0.078,874.36118,874.36118,874.36118,0.84405946,0.0
Kepler-163 c,2.26442,21.347262,Kepler-163,0.014020760003518647,1.0038376485013707,0.92,5776.0,0.152,626.34898,626.34898,626.34898,0.84405946,0.0
Kepler-1630 b,2.18595,509.9974,Kepler-1630,-0.46,0.66,0.63,4736.0,1.0874339,158.89038,158.89038,158.89038,0.17890255,0.0
Kepler-1631 b,1.3452,4.0951393,Kepler-1631,0.04,0.97,0.95,5679.0,0.049576887,1095.7491,1095.7491,1095.7491,0.84105294,0.0
Kepler-1632 b,2.4662,448.30356,Kepler-1632,0.0,1.12,1.19,6137.0,1.1902286,270.47771,270.47771,270.47771,1.7997288,2.0
Kepler-1633 b,1.58061,186.40427,Kepler-1633,0.02,1.2,1.32,6256.0,0.6784855,384.61878,384.61878,384.61878,2.3912417,0.0
Kepler-1634 b,3.19485,374.87624,Kepler-1634,0.02,0.92,0.89,5474.0,0.98938231,228.84151,228.84151,228.84151,0.6372177,0.0
Kepler-1635 b,3.64325,469.63111,Kepler-1635,0.06,0.89,0.85,5347.0,1.1371319,203.7658,203.7658,203.7658,0.52913591,0.0
Kepler-1636 b,3.22848,425.47785,Kepler-1636,0.03,1.01,1.02,5797.0,1.1105412,244.87989,244.87989,244.87989,1.0526941,0.0
Kepler-1637 b,0.88559,6.1096032,Kepler-1637,0.07,1.02,1.02,5789.0,0.065824103,1004.4498,1004.4498,1004.4498,1.0468952,0.0
Kepler-1638 b,1.87207,259.33683,Kepler-1638,-0.01,0.97,0.95,5710.0,0.78766757,276.40348,276.40348,276.40348,0.8595681,2.0
Kepler-1639 b,2.5783,9.878482,Kepler-1639,-0.03,1.12,1.18,6150.0,0.093549695,962.74662,962.74662,962.74662,1.7846503,0.0
Kepler-164 b,1.41246,5.03503,Kepler-164,0.014020760003518647,1.0038376485013707,1.15,5888.0,0.058,1155.6326,1155.6326,1155.6326,1.4241493,0.0
Kepler-164 c,2.73524,10.945723,Kepler-164,0.014020760003518647,1.0038376485013707,1.15,5888.0,0.097,893.60981,893.60981,893.60981,1.4241493,0.0
Kepler-164 d,2.45499,28.986769,Kepler-164,0.014020760003518647,1.0038376485013707,1.15,5888.0,0.187,643.59549,643.59549,643.59549,1.4241493,0.0
Kepler-1640 b,4.8203,7.5844126,Kepler-1640,0.1,1.27,1.43,6324.0,0.081794751,1165.5053,1165.5053,1165.5053,2.9304085,0.0
Kepler-1641 b,3.10517,19.672266,Kepler-1641,-0.02,1.12,1.19,6152.0,0.14807617,768.71312,768.71312,768.71312,1.8173889,0.0
Kepler-1641 c,2.94823,32.657212,Kepler-1641,-0.02,1.12,1.19,6152.0,0.20760365,649.21626,649.21626,649.21626,1.8173889,0.0
Kepler-1642 b,3.19485,12.205751,Kepler-1642,-0.01,0.88,0.84,5355.0,0.099398568,686.16115,686.16115,686.16115,0.51985846,0.0
Kepler-1642 c,2.65677,6.6513802,Kepler-1642,-0.01,0.88,0.84,5355.0,0.066314978,840.06013,840.06013,840.06013,0.51985846,0.0
Kepler-1643 b,2.29805,5.3426451,Kepler-1643,-0.01,0.92,0.88,5508.0,0.058158033,944.38153,944.38153,944.38153,0.63860118,0.0
Kepler-1644 b,1.88328,21.090776,Kepler-1644,-0.1,0.89,0.86,5499.0,0.14367061,593.0155,593.0155,593.0155,0.60592717,0.0
Kepler-1645 b,1.78239,16.177956,Kepler-1645,0.04,1.02,1.02,5812.0,0.1259869,728.92034,728.92034,728.92034,1.063632,0.0
Kepler-1646 b,1.2331,4.4855838,Kepler-1646,0.04,0.24,0.26,3299.0,0.03307191,407.71475,407.71475,407.71475,0.0071740534,0.0
Kepler-1647 b,11.87139,1107.5923,Kepler-1647,-0.14,1.22,1.79,6210.0,2.7250917,221.98268,215.84772,228.77493,4.2693436,0.0
Kepler-1649 b,1.07616,8.68909,Kepler-1649,-0.15,0.22,0.25,3240.0,0.0514,314.95646,314.95646,314.95646,0.0061709028,0.0
Kepler-165 b,2.32047,8.180848,Kepler-165,0.014020760003518647,1.0038376485013707,0.77,5211.0,0.072,751.13372,751.13372,751.13372,0.39170074,0.0
Kepler-165 c,2.23079,15.31299,Kepler-165,0.014020760003518647,1.0038376485013707,0.77,5211.0,0.11,607.6971,607.6971,607.6971,0.39170074,0.0
Kepler-1650 b,0.96406,1.53818,Kepler-1650,-0.11,0.33,0.33,3410.0,0.018018031,643.25458,640.06624,646.49923,0.013192711,0.0
Kepler-1651 b,1.83844,9.8786392,Kepler-1651,-0.16,0.52,0.5,3713.0,0.07305161,429.51515,404.48283,460.97746,0.042572431,0.0
Kepler-1652 b,1.60303,38.09722,Kepler-1652,-0.3,0.4,0.38,3638.0,0.1654,243.05458,243.05458,243.05458,0.022662437,2.0
Kepler-1653 b,2.17474,140.2524,Kepler-1653,-0.18,0.72,0.69,4807.0,0.4706,256.56049,256.56049,256.56049,0.22776307,2.0
Kepler-1654 b,9.18099,1047.8356,Kepler-1654,-0.088,1.01,1.18,5597.0,2.0944788,187.46697,167.72909,218.86575,1.2242606,0.0
Kepler-1655 b,2.20837,11.872879,Kepler-1655,-0.24,1.03,1.03,6148.0,0.103,856.94102,856.94102,856.94102,1.3579961,0.0
Kepler-1656 b,5.02208,31.578659,Kepler-1656,0.19,1.03,1.1,5731.0,0.26584126,564.28896,440.52887,1473.9705,1.1694877,0.0
Kepler-1658 b,11.9947,3.8493728,Kepler-1658,-0.18,1.45,2.89,6216.0,0.054507272,1996.5049,1937.0988,2062.8204,11.171934,0.0
Kepler-166 b,2.27563,7.650254,Kepler-166,0.014020760003518647,1.0038376485013707,0.74,5413.0,0.072,764.90009,764.90009,764.90009,0.42121535,0.0
Kepler-166 c,2.37652,34.260281,Kepler-166,0.014020760003518647,1.0038376485013707,0.74,5413.0,0.195,464.78666,464.78666,464.78666,0.42121535,0.0
Kepler-166 d,1.72634,1.5540039,Kepler-166,0.014020760003518647,1.0038376485013707,0.74,5413.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.42121535,0.0
Kepler-167 b,1.61424,4.3931632,Kepler-167,-0.03,0.77,0.73,4890.0,0.0483,837.94168,837.94168,837.94168,0.2730045,0.0
Kepler-167 c,1.54698,7.406114,Kepler-167,-0.03,0.77,0.73,4890.0,0.0684,704.14048,704.14048,704.14048,0.2730045,0.0
Kepler-167 d,1.19947,21.803855,Kepler-167,-0.03,0.77,0.73,4890.0,0.1415116,490.85908,464.23747,523.7305,0.2730045,0.0
Kepler-167 e,10.15626,1071.2323,Kepler-167,-0.03,0.77,0.73,4890.0,1.8936326,133.92203,129.98529,138.31046,0.2730045,0.0
Kepler-168 b,1.4573,4.425391,Kepler-168,0.014020760003518647,1.0038376485013707,1.11,6282.0,0.056,1232.7712,1232.7712,1232.7712,1.7191997,0.0
Kepler-168 c,2.6904,13.193242,Kepler-168,0.014020760003518647,1.0038376485013707,1.11,6282.0,0.116,856.5397,856.5397,856.5397,1.7191997,0.0
Kepler-169 b,1.13221,3.250619,Kepler-169,0.014020760003518647,1.0038376485013707,0.76,4997.0,0.04,960.07071,960.07071,960.07071,0.32266602,0.0
Kepler-169 c,1.21068,6.195469,Kepler-169,0.014020760003518647,1.0038376485013707,0.76,4997.0,0.062,771.14735,771.14735,771.14735,0.32266602,0.0
Kepler-169 d,1.25552,8.348125,Kepler-169,0.014020760003518647,1.0038376485013707,0.76,4997.0,0.075,701.13651,701.13651,701.13651,0.32266602,0.0
Kepler-169 e,2.19716,13.767102,Kepler-169,0.014020760003518647,1.0038376485013707,0.76,4997.0,0.105,592.56851,592.56851,592.56851,0.32266602,0.0
Kepler-169 f,2.5783,87.090195,Kepler-169,0.014020760003518647,1.0038376485013707,0.76,4997.0,0.359,320.46898,320.46898,320.46898,0.32266602,0.0
Kepler-17 b,14.6851,1.4857108,Kepler-17,0.26,1.16,1.05,5781.0,0.025911568,1622.1003,1613.2639,1631.1085,1.1032632,0.0
Kepler-170 b,3.19485,7.930592,Kepler-170,0.014020760003518647,1.0038376485013707,1.03,5679.0,0.08,898.1783,898.1783,898.1783,0.98866821,0.0
Kepler-170 c,2.85855,16.665863,Kepler-170,0.014020760003518647,1.0038376485013707,1.03,5679.0,0.131,701.89461,701.89461,701.89461,0.98866821,0.0
Kepler-171 b,2.34289,4.166972,Kepler-171,0.014020760003518647,1.0038376485013707,0.84,5642.0,0.05,1019.3065,1019.3065,1019.3065,0.6405891,0.0
Kepler-171 c,2.55588,11.463462,Kepler-171,0.014020760003518647,1.0038376485013707,0.84,5642.0,0.098,728.07607,728.07607,728.07607,0.6405891,0.0
Kepler-171 d,1.89449,39.595519,Kepler-171,0.014020760003518647,1.0038376485013707,0.84,5642.0,0.223,482.65562,482.65562,482.65562,0.6405891,0.0
Kepler-172 b,2.3541,2.940309,Kepler-172,0.014020760003518647,1.0038376485013707,1.08,5526.0,0.04,1265.639,1265.639,1265.639,0.97449514,0.0
Kepler-172 c,2.85855,6.388996,Kepler-172,0.014020760003518647,1.0038376485013707,1.08,5526.0,0.068,970.70077,970.70077,970.70077,0.97449514,0.0
Kepler-172 d,2.25321,14.627119,Kepler-172,0.014020760003518647,1.0038376485013707,1.08,5526.0,0.118,736.88349,736.88349,736.88349,0.97449514,0.0
Kepler-172 e,2.75766,35.118736,Kepler-172,0.014020760003518647,1.0038376485013707,1.08,5526.0,0.211,551.05964,551.05964,551.05964,0.97449514,0.0
Kepler-173 b,1.28915,4.263742,Kepler-173,0.014020760003518647,1.0038376485013707,0.95,6031.0,0.048,1182.6264,1182.6264,1182.6264,1.0697768,0.0
Kepler-173 c,2.43257,8.005777,Kepler-173,0.014020760003518647,1.0038376485013707,0.95,6031.0,0.074,952.47227,952.47227,952.47227,1.0697768,0.0
Kepler-174 b,1.96175,13.98179,Kepler-174,0.014020760003518647,1.0038376485013707,0.62,4880.0,0.1,535.59034,535.59034,535.59034,0.19532207,0.0
Kepler-174 c,1.49093,44.000529,Kepler-174,0.014020760003518647,1.0038376485013707,0.62,4880.0,0.214,366.12202,366.12202,366.12202,0.19532207,0.0
Kepler-174 d,2.18595,247.35373,Kepler-174,0.014020760003518647,1.0038376485013707,0.62,4880.0,0.677,205.84409,205.84409,205.84409,0.19532207,2.0
Kepler-175 b,2.55588,11.903515,Kepler-175,0.014020760003518647,1.0038376485013707,1.01,6064.0,0.105,828.97666,828.97666,828.97666,1.2358568,0.0
Kepler-175 c,3.10517,34.035257,Kepler-175,0.014020760003518647,1.0038376485013707,1.01,6064.0,0.213,582.03238,582.03238,582.03238,1.2358568,0.0
Kepler-176 b,1.43488,5.433074,Kepler-176,0.014020760003518647,1.0038376485013707,0.89,5232.0,0.058,903.37031,903.37031,903.37031,0.53178931,0.0
Kepler-176 c,2.60072,12.759712,Kepler-176,0.014020760003518647,1.0038376485013707,0.89,5232.0,0.102,681.20798,681.20798,681.20798,0.53178931,0.0
Kepler-176 d,2.51104,25.751974,Kepler-176,0.014020760003518647,1.0038376485013707,0.89,5232.0,0.163,538.87248,538.87248,538.87248,0.53178931,0.0
Kepler-176 e,1.44609,51.16579,Kepler-176,0.014020760003518647,1.0038376485013707,0.89,5232.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.53178931,0.0
Kepler-177 b,2.90339,36.855,Kepler-177,0.014020760003518647,1.0038376485013707,1.05,5942.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,1.2313963,0.0
Kepler-177 c,7.09593,49.412,Kepler-177,0.014020760003518647,1.0038376485013707,1.05,5942.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,1.2313963,0.0
Kepler-178 b,2.90339,9.576694,Kepler-178,0.014020760003518647,1.0038376485013707,1.07,5676.0,0.085,887.65026,887.65026,887.65026,1.0646963,0.0
Kepler-178 c,2.88097,20.552802,Kepler-178,0.014020760003518647,1.0038376485013707,1.07,5676.0,0.142,686.76345,686.76345,686.76345,1.0646963,0.0
Kepler-178 d,3.94592,96.678988,Kepler-178,0.014020760003518647,1.0038376485013707,1.07,5676.0,0.397,410.72969,410.72969,410.72969,1.0646963,0.0
Kepler-179 b,1.63666,2.735926,Kepler-179,0.014020760003518647,1.0038376485013707,0.76,5302.0,0.036,1073.7727,1073.7727,1073.7727,0.40895425,0.0
Kepler-179 c,1.99538,6.40013,Kepler-179,0.014020760003518647,1.0038376485013707,0.76,5302.0,0.064,805.32949,805.32949,805.32949,0.40895425,0.0
Kepler-18 b,1.99538,3.504725,Kepler-18,0.19,0.97,1.11,5345.0,0.0447,1174.0119,1174.0119,1174.0119,0.90100135,0.0
Kepler-18 c,5.4929,7.64159,Kepler-18,0.19,0.97,1.11,5345.0,0.0752,905.14332,905.14332,905.14332,0.90100135,0.0
Kepler-18 d,6.98383,14.85888,Kepler-18,0.19,0.97,1.11,5345.0,0.1172,725.04083,725.04083,725.04083,0.90100135,0.0
Kepler-180 b,1.50214,13.817124,Kepler-180,0.014020760003518647,1.0038376485013707,1.06,5731.0,0.109,787.74774,787.74774,787.74774,1.0859805,0.0
Kepler-180 c,3.01549,41.885775,Kepler-180,0.014020760003518647,1.0038376485013707,1.06,5731.0,0.229,543.47888,543.47888,543.47888,1.0859805,0.0
Kepler-181 b,1.26673,3.137873,Kepler-181,0.014020760003518647,1.0038376485013707,0.75,5333.0,0.04,1017.8629,1017.8629,1017.8629,0.40765944,0.0
Kepler-181 c,1.99538,4.302149,Kepler-181,0.014020760003518647,1.0038376485013707,0.75,5333.0,0.049,919.64719,919.64719,919.64719,0.40765944,0.0
Kepler-182 b,2.5783,9.825792,Kepler-182,0.014020760003518647,1.0038376485013707,1.15,6250.0,0.096,953.47738,953.47738,953.47738,1.8080249,0.0
Kepler-182 c,3.43026,20.684342,Kepler-182,0.014020760003518647,1.0038376485013707,1.15,6250.0,0.157,745.58332,745.58332,745.58332,1.8080249,0.0
Kepler-183 b,2.06264,5.687945,Kepler-183,0.014020760003518647,1.0038376485013707,0.96,5888.0,0.064,1005.1491,1005.1491,1005.1491,0.99243556,0.0
Kepler-183 c,2.27563,11.637071,Kepler-183,0.014020760003518647,1.0038376485013707,0.96,5888.0,0.103,792.3223,792.3223,792.3223,0.99243556,0.0
Kepler-184 b,2.36531,10.687576,Kepler-184,0.014020760003518647,1.0038376485013707,0.87,5788.0,0.092,784.53316,784.53316,784.53316,0.76109916,0.0
Kepler-184 c,1.97296,20.303005,Kepler-184,0.014020760003518647,1.0038376485013707,0.87,5788.0,0.141,633.71745,633.71745,633.71745,0.76109916,0.0
Kepler-184 d,2.48862,29.022358,Kepler-184,0.014020760003518647,1.0038376485013707,0.87,5788.0,0.179,562.44324,562.44324,562.44324,0.76109916,0.0
Kepler-185 b,1.16584,1.6329,Kepler-185,0.014020760003518647,1.0038376485013707,0.81,5208.0,0.026,1281.2795,1281.2795,1281.2795,0.43245666,0.0
Kepler-185 c,2.0178,20.729042,Kepler-185,0.014020760003518647,1.0038376485013707,0.81,5208.0,0.139,554.14466,554.14466,554.14466,0.43245666,0.0
Kepler-186 b,1.06495,3.8867907,Kepler-186,-0.26,0.54,0.52,3755.0,0.0343,644.43872,644.43872,644.43872,0.048165392,0.0
Kepler-186 c,1.25552,7.267302,Kepler-186,-0.26,0.54,0.52,3755.0,0.0451,562.0053,562.0053,562.0053,0.048165392,0.0
Kepler-186 d,1.40125,13.342996,Kepler-186,-0.26,0.54,0.52,3755.0,0.0781,427.07403,427.07403,427.07403,0.048165392,0.0
Kepler-186 e,1.26673,22.407704,Kepler-186,-0.26,0.54,0.52,3755.0,0.11,359.85898,359.85898,359.85898,0.048165392,0.0
Kepler-186 f,1.16584,129.9441,Kepler-186,-0.26,0.54,0.52,3755.0,0.4323456,181.5697,178.06155,185.33233,0.048165392,1.0
Kepler-187 b,1.41246,4.938864,Kepler-187,0.014020760003518647,1.0038376485013707,1.29,6105.0,0.059,1258.2635,1258.2635,1258.2635,2.0711461,0.0
Kepler-187 c,2.66798,10.640263,Kepler-187,0.014020760003518647,1.0038376485013707,1.29,6105.0,0.099,971.35951,971.35951,971.35951,2.0711461,0.0
Kepler-188 b,1.6815,2.061897,Kepler-188,0.014020760003518647,1.0038376485013707,1.14,6021.0,0.032,1584.029,1584.029,1584.029,1.5302869,0.0
Kepler-188 c,3.19485,5.996553,Kepler-188,0.014020760003518647,1.0038376485013707,1.14,6021.0,0.066,1102.9762,1102.9762,1102.9762,1.5302869,0.0
Kepler-189 b,1.21068,10.399931,Kepler-189,0.014020760003518647,1.0038376485013707,0.75,5235.0,0.088,673.63253,673.63253,673.63253,0.37851049,0.0
Kepler-189 c,2.37652,20.134866,Kepler-189,0.014020760003518647,1.0038376485013707,0.75,5235.0,0.137,539.88854,539.88854,539.88854,0.37851049,0.0
Kepler-19 b,4.191425871296591,9.28716,Kepler-19,-0.08,0.94,0.86,5544.0,0.085294922,778.02475,735.82879,830.12683,0.62600591,0.0
Kepler-19 c,4.191425871296591,28.731,Kepler-19,-0.08,0.94,0.86,5544.0,0.18376304,532.94839,485.85181,601.28859,0.62600591,0.0
Kepler-19 d,4.191425871296591,62.95,Kepler-19,-0.08,0.94,0.86,5544.0,0.30368631,411.41512,401.56285,422.16903,0.62600591,0.0
Kepler-190 b,1.55819,2.019999,Kepler-190,0.014020760003518647,1.0038376485013707,0.8,5106.0,0.03,1162.2037,1162.2037,1162.2037,0.38975515,0.0
Kepler-190 c,1.4573,3.763024,Kepler-190,0.014020760003518647,1.0038376485013707,0.8,5106.0,0.045,948.93533,948.93533,948.93533,0.38975515,0.0
Kepler-191 b,1.3452,9.939632,Kepler-191,0.014020760003518647,1.0038376485013707,0.79,5282.0,0.087,701.56738,701.56738,701.56738,0.43524763,0.0
Kepler-191 c,1.86086,17.738506,Kepler-191,0.014020760003518647,1.0038376485013707,0.79,5282.0,0.128,578.39433,578.39433,578.39433,0.43524763,0.0
Kepler-191 d,2.27563,5.945041,Kepler-191,0.014020760003518647,1.0038376485013707,0.79,5282.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.43524763,0.0
Kepler-192 b,2.73524,9.926746,Kepler-192,0.014020760003518647,1.0038376485013707,1.01,5479.0,0.09,809.01729,809.01729,809.01729,0.82363842,0.0
Kepler-192 c,2.79129,21.2234,Kepler-192,0.014020760003518647,1.0038376485013707,1.01,5479.0,0.15,626.6621,626.6621,626.6621,0.82363842,0.0
Kepler-192 d,1.02011,6.4702758,Kepler-192,0.014020760003518647,1.0038376485013707,1.01,5479.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.82363842,0.0
Kepler-193 b,2.38773,11.38848,Kepler-193,0.014020760003518647,1.0038376485013707,1.15,6335.0,0.106,919.72857,919.72857,919.72857,1.9084061,0.0
Kepler-193 c,2.74645,50.697494,Kepler-193,0.014020760003518647,1.0038376485013707,1.15,6335.0,0.286,559.92466,559.92466,559.92466,1.9084061,0.0
Kepler-194 b,1.51335,2.092281,Kepler-194,0.014020760003518647,1.0038376485013707,1.02,6089.0,0.032,1515.2634,1515.2634,1515.2634,1.2813651,0.0
Kepler-194 c,2.58951,17.308032,Kepler-194,0.014020760003518647,1.0038376485013707,1.02,6089.0,0.131,748.9063,748.9063,748.9063,1.2813651,0.0
Kepler-194 d,2.39894,52.814973,Kepler-194,0.014020760003518647,1.0038376485013707,1.02,6089.0,0.275,516.8884,516.8884,516.8884,1.2813651,0.0
Kepler-195 b,2.02901,8.307872,Kepler-195,0.014020760003518647,1.0038376485013707,0.78,5329.0,0.077,747.59215,747.59215,747.59215,0.43960309,0.0
Kepler-195 c,1.54698,34.096863,Kepler-195,0.014020760003518647,1.0038376485013707,0.78,5329.0,0.197,467.38738,467.38738,467.38738,0.43960309,0.0
Kepler-196 b,1.9057,20.739886,Kepler-196,0.014020760003518647,1.0038376485013707,0.78,5128.0,0.138,537.36929,537.36929,537.36929,0.376938,0.0
Kepler-196 c,2.242,47.427737,Kepler-196,0.014020760003518647,1.0038376485013707,0.78,5128.0,0.24,407.48044,407.48044,407.48044,0.376938,0.0
Kepler-197 b,1.02011,5.599308,Kepler-197,0.014020760003518647,1.0038376485013707,1.12,6004.0,0.06,1143.3814,1143.3814,1143.3814,1.4604525,0.0
Kepler-197 c,1.2331,10.349695,Kepler-197,0.014020760003518647,1.0038376485013707,1.12,6004.0,0.09,933.56704,933.56704,933.56704,1.4604525,0.0
Kepler-197 d,1.22189,15.677563,Kepler-197,0.014020760003518647,1.0038376485013707,1.12,6004.0,0.119,811.8827,811.8827,811.8827,1.4604525,0.0
Kepler-197 e,0.90801,25.209715,Kepler-197,0.014020760003518647,1.0038376485013707,1.12,6004.0,0.164,691.58385,691.58385,691.58385,1.4604525,0.0
Kepler-198 b,2.82492,17.790037,Kepler-198,0.014020760003518647,1.0038376485013707,0.94,5574.0,0.131,658.13095,658.13095,658.13095,0.76420911,0.0
Kepler-198 c,2.4662,49.567416,Kepler-198,0.014020760003518647,1.0038376485013707,0.94,5574.0,0.259,468.05628,468.05628,468.05628,0.76420911,0.0
Kepler-198 d,1.52456,1.3118444,Kepler-198,0.014020760003518647,1.0038376485013707,0.94,5574.0,4.047676734610659,804.1932016099973,793.683031961247,824.9372727000268,0.76420911,0.0
Kepler-199 b,3.10517,23.637604,Kepler-199,0.014020760003518647,1.0038376485013707,0.97,5644.0,0.158,616.39825,616.39825,616.39825,0.85542145,0.0
Kepler-199 c,3.2509,67.093408,Kepler-199,0.014020760003518647,1.0038376485013707,0.97,5644.0,0.316,435.85939,435.85939,435.85939,0.85542145,0.0
Kepler-20 b,1.87207,3.6961153,Kepler-20,0.07,0.95,0.96,5495.0,0.046320835,1102.822,1086.704,1119.8092,0.75283864,0.0
Kepler-20 c,3.04912,10.854091,Kepler-20,0.07,0.95,0.96,5495.0,0.09611472,769.10851,715.25069,840.51919,0.75283864,0.0
Kepler-20 d,2.74645,77.6113,Kepler-20,0.07,0.95,0.96,5495.0,0.3506,400.78774,400.78774,400.78774,0.75283864,0.0
Kepler-20 e,0.86317,6.0985228,Kepler-20,0.07,0.95,0.96,5495.0,0.0639,938.79324,938.79324,938.79324,0.75283864,0.0
Kepler-20 f,0.99769,19.577585,Kepler-20,0.07,0.95,0.96,5495.0,0.1396,635.15201,635.15201,635.15201,0.75283864,0.0
Kepler-20 g,4.191425871296591,34.94,Kepler-20,0.07,0.95,0.96,5495.0,0.20781187,522.75722,488.16378,567.81258,0.75283864,0.0
Kepler-200 b,2.1299,8.594805,Kepler-200,0.014020760003518647,1.0038376485013707,0.94,5678.0,0.08,857.88958,857.88958,857.88958,0.82285991,0.0
Kepler-200 c,1.59182,10.222157,Kepler-200,0.014020760003518647,1.0038376485013707,0.94,5678.0,0.09,808.82605,808.82605,808.82605,0.82285991,0.0
Kepler-201 b,2.45499,25.672083,Kepler-201,0.014020760003518647,1.0038376485013707,1.23,6065.0,0.175,708.73097,708.73097,708.73097,1.8340961,0.0
Kepler-201 c,2.84734,151.88406,Kepler-201,0.014020760003518647,1.0038376485013707,1.23,6065.0,0.573,391.67254,391.67254,391.67254,1.8340961,0.0
Kepler-202 b,1.62545,4.069427,Kepler-202,0.014020760003518647,1.0038376485013707,0.67,4668.0,0.045,793.92424,793.92424,793.92424,0.19096846,0.0
